symbol, date, fiscalYear, period, reportedCurrency, growthNetIncome, growthDepreciationAndAmortization, growthDeferredIncomeTax, growthStockBasedCompensation, growthChangeInWorkingCapital, growthAccountsReceivables, growthInventory, growthAccountsPayables, growthOtherWorkingCapital, growthOtherNonCashItems, growthNetCashProvidedByOperatingActivites, growthInvestmentsInPropertyPlantAndEquipment, growthAcquisitionsNet, growthPurchasesOfInvestments, growthSalesMaturitiesOfInvestments, growthOtherInvestingActivites, growthNetCashUsedForInvestingActivites, growthDebtRepayment, growthCommonStockIssued, growthCommonStockRepurchased, growthDividendsPaid, growthOtherFinancingActivites, growthNetCashUsedProvidedByFinancingActivities, growthEffectOfForexChangesOnCash, growthNetChangeInCash, growthCashAtEndOfPeriod, growthCashAtBeginningOfPeriod, growthOperatingCashFlow, growthCapitalExpenditure, growthFreeCashFlow, growthNetDebtIssuance, growthLongTermNetDebtIssuance, growthShortTermNetDebtIssuance, growthNetStockIssuance, growthPreferredDividendsPaid, growthIncomeTaxesPaid, growthInterestPaid
"000001.SZ","2025-03-31","2025","Q1","CNY","0","0","0","0","0","0","0","0","0","3.2072823819457614","3.2072823819457614","0.7332280978689818","0","-0.12254537395030414","0.3847853673478318","-0.8417721518987342","2.1699343339587243","1","0","0","0.6798284344644885","-1.7077146619443309","-3.2122934677858628","-1.0731570061902083","2.348938711752274","0.11426914604625096","-0.07809495106059301","3.2072823819457614","0.7332280978689818","3.16553689621649","1","1","0","0","0.6798284344644885","0","0",
