date, symbol, reportedCurrency, cik, filingDate, acceptedDate, fiscalYear, period, netIncome, depreciationAndAmortization, deferredIncomeTax, stockBasedCompensation, changeInWorkingCapital, accountsReceivables, inventory, accountsPayables, otherWorkingCapital, otherNonCashItems, netCashProvidedByOperatingActivities, investmentsInPropertyPlantAndEquipment, acquisitionsNet, purchasesOfInvestments, salesMaturitiesOfInvestments, otherInvestingActivities, netCashProvidedByInvestingActivities, netDebtIssuance, longTermNetDebtIssuance, shortTermNetDebtIssuance, netStockIssuance, netCommonStockIssuance, commonStockIssuance, commonStockRepurchased, netPreferredStockIssuance, netDividendsPaid, commonDividendsPaid, preferredDividendsPaid, otherFinancingActivities, netCashProvidedByFinancingActivities, effectOfForexChangesOnCash, netChangeInCash, cashAtEndOfPeriod, cashAtBeginningOfPeriod, operatingCashFlow, capitalExpenditure, freeCashFlow, incomeTaxesPaid, interestPaid
"2025-03-31","000001.SZ","CNY","0000000000","2025-03-31","2025-03-31 00:00:00","2025","Q1","0","0","0","0","0","0","0","0","0","162946000000","162946000000","-338000000","0","-227916000000","253172000000","25000000","24943000000","0","0","0","0","0","0","0","0","-2538000000","-2538000000","0","-155860000000","-158398000000","-130000000","29361000000","286307000000","256946000000","162946000000","-338000000","162608000000","0","0",
